company_name,company_name_normalized,dba_name,filer_name,filer_type,first_filing_date,latest_filing_date,total_filing_count,application_count,docket_numbers,is_active,activity_signal,industry_segment,product_summary,market_position,market_position_source,market_position_reason,enrichment_confidence,parsed_address,parsed_city,parsed_state,parsed_phone,parsed_email,parsed_founding_date,key_personnel_count
"Stratus Network, Inc.",stratus network inc,,,,2019-12-04,2019-12-04,1,1,19-306,True,"Active StratusDial website (stratusdial.com) found via web search showing ""fully licensed countrywide VoIP service provider"" currently serving communities. Additional 2021 FCC Section 214 application mentioned in legal blog indicates recent regulatory activity beyond the 2019 numbering authorization filing.",UCaaS,StratusDial operates as a fully licensed countrywide VoIP service provider offering business phone system services to local and nationwide communities from their Central Virginia base.,SMB,llm,,Medium,,Peoria,IL,,,,0
"Stratus Networks, Inc.",stratus networks inc,,,,2019-10-23,2019-10-23,1,1,19-306,True,"Recent FCC Section 214 application in November 2021 (per web search result from anthonyveachlaw.com), and active company website for StratusDial (stratusdial.com) showing ""fully licensed countrywide VoIP service provider""",Carrier,"StratusDial operates as a fully licensed countrywide VoIP service provider offering business phone systems, serving both local and nationwide communities from their Central Virginia base.",SMB,llm,,Medium,,Peoria,IL,,,,0
T3 Communications. Inc.,t3 communications. inc,,,,2021-04-12,2021-04-12,1,1,21-165,False,"Single FCC filing from 2021-04-12 with no recent activity. Web search results show mixed signals - LinkedIn profile mentions founding in 2002, BBB listing shows Fort Myers FL address, but Clutch.co profile describes different services (cabling/networking since 2011 in Hampton Roads VA) suggesting possible name confusion. No recent web presence or activity indicators found.",Carrier,"Filed to provide interconnected VoIP services across multiple states including Texas, Florida, and over 30 other states, indicating a multi-state VoIP carrier operation.",Unknown,undetermined,,Low,,Fort Myers,FL,,k.ryon@t3com.net,2002,0
"TDS Broadband Service, LLC",tds broadband service llc,,,,2024-05-17,2024-05-17,2,1,24-156,True,"Recent FCC filing (2024-05-17) for VoIP numbering authorization, active company website with current business services (hellotds.com/business.html), and web search results showing TDS Broadband Service LLC as an active subsidiary of Telephone and Data Systems, Inc. with copyright notice showing 2025.",Carrier,"TDS Broadband Service LLC is a telecommunications subsidiary that provides broadband internet, VoIP phone service, and business communications services to customers, operating as part of the larger TDS Telecom organization.",Enterprise,llm,,High,525 Junction Road,Madison,WI,1844322883,Form499@usac.org,1996,0
"TDS Metrocom, LLC",tds metrocom llc,,,,2024-10-11,2024-10-11,1,1,24-502,True,"Recent FCC filing (2024-10-11) for VoIP numbering authorization. Web search confirms TDS Metrocom is part of active TDS Telecom subsidiary providing phone, data, and Internet services. TDS Business website shows current VoIP solutions offerings. Parent company TDS Telecom employs 3,400 people and is publicly traded (NYSE: TDS).",Carrier,"TDS Metrocom is a local phone service provider offering voice, data, and Internet services in the midwestern United States, operating as part of TDS Telecom's telecommunications infrastructure with VoIP capabilities through PSTN interconnection.",Enterprise,llm,,High,,Madison,WI,,,,0
"Technology Innovation Lab, LLC",technology innovation lab llc,,,,2020-06-23,2020-06-23,1,1,,True,"NENA database listing shows company DBA as 'Smart Carrier' (https://cid.nena.org/view.php?searchCID=TILTX), recent robocall monitoring data from 2024 shows active call traffic from Technology Innovation Lab LLC (rraptor.org), and Smart Carrier AUP document indicates ongoing service operations (s3.amazonaws.com/cdn.smartcarrier.io). ASTRICON speaker listing shows founder Orlando with 26+ years telecom experience and VoIP software development since 2002.",Carrier,"Technology Innovation Lab LLC operates as Smart Carrier, providing VoIP services with over 26 years of telecom industry experience and specializing in high-volume VoIP software development since 2002.",Unknown,undetermined,,Medium,,Clinton,New,,,,0
"Telcentris, Inc.",telcentris inc,,,,2020-05-28,2020-05-28,1,1,20-157,False,No recent activity signals found. FCC filing is from 2020-05-28 with no supplements or recent activity. Web search results show only generic business listings and mobile app references without recent dates or active company presence. Email domain (voxox.com) suggests possible brand transition or discontinuation of Telcentris operations.,UCaaS,"Telcentris provides unified communications and telecommunications services including interconnected VoIP services and business phone systems, with mobile app solutions branded as ""Voxox Cloud Phone.""",SMB,llm,,Medium,"5825 Oberlin Drive, Suite 5",San,CA,6199009000,kristin@voxox.com,2006,3
"Telengy, LLC",telengy llc,,,,2016-09-21,2016-09-21,3,3,16-297,True,"Company website found via search (telengy.net), multiple business directory listings showing ""active status in state records"" (NY Department of State), and company described as having ""established itself as a reliable and trusted partner"" suggesting current operations",Carrier,"Telengy provides VoIP and IP services to enterprise customers and carrier partners globally, originally established in 2001 to offer TDM and VoIP wholesale services to carriers worldwide.",Enterprise,llm,,Medium,,New York,New,,,,0
Telesmart,telesmart,,,,2017-05-09,2017-05-09,1,1,17-125,True,"Company website found via search (https://www.telesmart.io/) showing current operations as ""Automated Global Number Operations for Carriers"", CBInsights profile indicates active telecommunications operations with API-driven platform, and Tracxn profile dated May 12, 2025 shows active business status",CPaaS,"Telesmart provides API-driven, white-label platform that automates telecommunications supply chain services including global number lifecycle management, voice and SMS messaging services, inventory management, porting, routing, and switching for carriers and businesses.",Enterprise,llm,,Medium,14870 NW Pioneer Rd,Wellington,GREATER,9716341859,legal@bandwidth.com,RFC 3261,0
"TeleSmart Inc.,",telesmart inc,,,,2017-08-10,2017-07-12,2,1,17-125,False,"No recent activity signals found. FCC filings from 2017 only (first filing 2017-08-10, latest 2017-07-12) with no recent filings indicated. Web search results show no direct matches for TeleSmart Inc - only generic telecom industry references and unrelated companies. Email domain (bandwidth.com) suggests possible acquisition or service provider relationship rather than independent operation.",Carrier,"Applied for interconnected VoIP numbering authorization with the FCC in 2017, indicating telecommunications carrier services, though specific service details are not available in the evidence.",Unknown,undetermined,,Low,Address:,Irvine,CA,9716341859,legal@bandwidth.com,RFC 3261,1
Telimize LLC,telimize llc,,,,2024-11-26,2024-11-26,3,1,24-656,True,"Recent FCC filing (2024-11-26) with 3 filings for numbering authorization. Active company website found via search (telimize.com) describing current services. Listed on business platforms like Clutch.co and Crunchbase with active contact information (sales@telimize.com, 707-371-6927). CEO Grantham Hamm identified in FCC documents.",UCaaS,"Telimize provides cloud communication solutions including UCaaS, SIP trunking, VoIP services, messaging APIs, and WhatsApp APIs for business connectivity through calls, messages, meetings, and events.",SMB,llm,,High,"212 E 22nd Street, Suite 1003, Cheyenne, WY 82001",Sheridan,WY,7073716927,grantham@telimize.com,,1
"TelNet Worldwide, Inc.",telnet worldwide inc,,,,2021-03-30,2021-03-30,1,1,21-116,True,"Company website found via search (www.telnetww.com) with recent blog posts and copyright 2025, indicating active web presence. Multiple search results show ongoing business operations including hosted VoIP services and partner relationships.",UCaaS,"TelNet Worldwide provides hosted VoIP services and telecommunications solutions, operating as an interconnected VoIP provider with FCC-endorsed anti-spoofing certification.",SMB,rules,industry_segment=UCaaS,Medium,31700 Research Park Drive,Madison,MI,8005081254,,,0
"Telnyx, LLC",telnyx llc,,,,2016-05-16,2016-05-16,6,1,16-172,True,Company website (telnyx.com) found via web search showing current Voice AI and telecommunications services. BBB business profile indicates active telecommunications operations. Recent 2025 FCC regulatory activity with proposed $4.5 million fine for robocall violations suggests ongoing business operations and regulatory engagement.,CPaaS,"Telnyx provides Voice AI agents and telecommunications infrastructure services over a private global network, including conversational AI agents, speech-to-text transcription, and text-to-speech capabilities.",Enterprise,llm,,High,"212 West Superior St., Suite 200,",Moscow,Moscow,,,2009,0
"Terra Nova Telecom, Inc.",terra nova telecom inc,,,,2018-03-19,2018-03-19,2,1,13-97; 17-97; 18-124,False,"No recent activity detected. Latest FCC filing was in 2018 (March 19, 2018) with no recent filings marked as false. Web search results show no relevant company information - only generic telecom directory pages and unrelated people search results. No company website, social media, or business listings found through web search.",Carrier,"Terra Nova Telecom operated as a Competitive Access Provider (CAP), Competitive Local Exchange Carrier (CLEC), and Interconnected VoIP operator, providing telecommunications services across multiple service categories.",Unknown,undetermined,,Low,"City/State/Zip Code/Telephone Number (s)]: (General Order No. R-31891, dated March 11, 2014, Section",Click,CL,,,,0
"Dovetel Communications, LLC",dovetel communications llc,,Terry Williamson,,2021-04-08,2021-04-08,1,1,21-164,False,Single FCC filing from 2021-04-08 with no recent activity. Web search results show no relevant company presence - only unrelated individuals and telecommunications brokers. Email domain syncglobal.net suggests potential carrier affiliation but no current web presence found.,Carrier,"Telecommunications and interconnected VoIP services provider operating since 2003, filing for numbering authorization through what appears to be a carrier relationship with SyncGlobal Telecom.",Unknown,undetermined,,Low,"1090A Pacific Avenue, Bremen, Georgia, 30110.",,,6788211120,terry_williamson@syncglobal.net,2003,3
"The Voice Application Network, LLC",the voice application network llc,,,,2019-06-25,2019-06-25,1,1,19-189,False,"Single FCC filing from 2019-06-25 with no recent activity (has_recent_activity: false). Web search results only return generic VoIP patents with no specific company information. No company website, social media, or business listings found. Email domain (@centurylink.com) suggests possible acquisition or service arrangement with CenturyLink rather than independent operation.",UCaaS,"VoIP service provider that filed for interconnected VoIP numbering authorization, likely providing voice communication services over internet protocol networks.",SMB,rules,industry_segment=UCaaS,Low,2150 ParkPlace,EISegundo,CA,7025533007,intagree@centurylink.com,,0
TNC Communications,tnc communications,,,,2020-07-09,2020-07-09,2,1,20-231,True,"Company website found via search (site.tncconnected.com), active social media presence on Twitter (@TNC_Comm), LinkedIn company page exists, and PeeringDB AS number registration (AS396855) - all suggesting ongoing operations despite FCC filing being from 2020",Carrier,"TNC Communications provides telecommunications services including television, internet, VoIP phone, and managed IT services for residential, commercial, and multi-family markets.",SMB,llm,,Medium,"624 Holly Springs Road, Suite 409",,,9192755172,,,0
"Ton80 Communications, LLC",ton80 communications llc,,,,2019-08-27,2019-08-27,1,1,19-278,False,"Company appears inactive based on: 1) Single FCC filing from 2019-08-27 with no recent activity, 2) Web search results only show directory listings and area code databases with no active company website or business operations, 3) No recent business activity or communications presence found beyond legacy directory entries",UCaaS,"VoIP communications provider that planned to offer interconnected VoIP services in Illinois, Nevada, and Texas, but appears to have ceased operations shortly after initial FCC authorization filing.",SMB,rules,industry_segment=UCaaS,Medium,213 South Main Street,Anderson,SO,8642253212,,,0
True IP Solutions,true ip solutions,,,,2021-03-18,2021-03-18,1,1,21-105,True,"Company website found via search results showing active content including hosted VoIP services, hosted PBX solutions, and current terms of service/privacy policy pages. Website domain (trueipsolutions.com) is operational and contains business-focused content about VoIP and unified communications solutions.",UCaaS,"True IP Solutions provides hosted VoIP and unified communications services, including hosted PBX solutions and VoIP technology for business telecommunications.",SMB,rules,industry_segment=UCaaS,Medium,,Hampstead,North,,,,0
"TWC IP Enabled Services, LLC",twc ip enabled services llc,,,,2023-04-27,2023-04-27,1,1,23-170,True,"Recent FCC filing from April 27, 2023 for VoIP numbering authorization (docket 23-170). Web search results show active telephone number allocations in multiple area codes (614, 518) with recent assignments. Company email domain (Charter.com) suggests connection to Charter Communications, indicating operational capacity.",Carrier,"TWC IP Enabled Services provides interconnected Voice over Internet Protocol (VoIP) services as a telecommunications carrier, operating telephone number allocations across multiple area codes.",Unknown,undetermined,,Medium,,,,,Michael.Moore@Charter.com,,0
Twilio International Inc.,twilio international inc,,,,2019-09-13,2019-09-13,1,1,19-353,True,"Web search results show recent competitive analysis articles from 2025 discussing ""Twilio Competitors And Alternatives"" and ongoing market positioning, indicating active business operations. Company appears in local calling guide database as active telecom provider. However, FCC filing is from 2019 with no recent activity.",CPaaS,"Twilio provides communication APIs and platform services, enabling developers to integrate voice, VoIP, and SMS capabilities into applications through simple code interfaces.",Enterprise,llm,,Medium,375 Beale St.,San Francisco,CA,2025506054,rthompson@twilio.com,,0
Tychron Corporation,tychron corporation,,,,2020-11-17,2020-11-17,1,1,20-393,True,"Company website found via search (tychron.com) showing current business operations, active LinkedIn company profile, and current Dun & Bradstreet business listing. Website describes their GlobalCast network and current service offerings for voice and messaging tools.",CPaaS,"Tychron provides a communication platform with voice and messaging tools for businesses, built on their GlobalCast network infrastructure using anycast technology for secure connections and customer engagement.",SMB,llm,,Medium,1201 N. Orange Street,Wilmington,DE,8448924766,,,1
U.S. TelePacific Corp. d/b/a TPx Communications,u.s. telepacific corp. d/b/a tpx communications,TPx Communications,,,2021-06-17,2021-06-17,1,1,21-268,False,"Single FCC filing from 2021-06-17 with no recent activity (recent_activity: false). Web search results show only generic telecom directory listings with no specific mentions of TPx Communications or U.S. TelePacific Corp. No company website, current contact information, or recent business activity found.",Carrier,"Telecommunications carrier that filed for interconnected VoIP numbering authorization with the FCC, likely providing voice communication services.",Unknown,undetermined,,Low,,,,,,,0
"UComTel, Inc.",ucomtel inc,,,,2020-07-20,2020-07-20,1,1,20-243,False,"No recent activity signals found. FCC filing from 2020-07-20 with no supplements or recent activity. Web search results show only technical infrastructure records (AS397562 and AS399463 autonomous system numbers) and the original FCC filing notice, but no active company website, recent news, or business activity indicators.",Carrier,"Interconnected VoIP service provider that filed for numbering authorization with the FCC to provide telecommunications services, with associated autonomous system numbers indicating network infrastructure capabilities.",Unknown,undetermined,,Low,,POITIERS,NOUVELLE,,,,0
"ULEC, LLC",ulec llc,,,,2025-07-03,2025-07-03,1,1,25-226,True,"Recent FCC filing (2025-07-03) for Interconnected VoIP Numbering Authorization with complete company contact information including active email (Kim@ulec.com) and phone number, indicating current business operations",UCaaS,"ULEC provides nomadic VoIP services with mandatory location registration for E911 compliance, offering real-time location updates and emergency call routing capabilities.",SMB,rules,industry_segment=UCaaS,Low,"8310 South Valley Highway, Suite 3060",Centennial,CO,4045194096,Kim@ulec.com,,1
Union Telephone Company,union telephone company,,,,2023-09-11,2023-09-11,2,1,23-310,True,Company has active website (uniontel.net) found in web search showing current services. Recent FCC filing from September 2023 seeking VoIP authorization. Multiple current business profiles on BBB and Datanyze. Tracxn profile updated as recently as October 2025 showing active operations.,Carrier,"Union Telephone is a traditional telecommunications carrier providing local exchange, wireless, phone, internet, and television services, seeking to expand into interconnected VoIP services within their existing service areas.",SMB,llm,,High,850 N. Highway 414,,,3077826131,ewoody@unionwireless.com,1997,0
Valstarr Asia,valstarr asia,,,,2021-09-10,2021-09-10,1,1,,False,"Company appears inactive based on: 1) Single FCC filing from 2021-09-10 with no recent activity, 2) FCC Form 499 database shows registration as ""AirLuna"" DBA with ""Other"" communication type, 3) Web search results show generic VoIP industry listings but no specific company presence or recent activity for Valstarr Asia specifically",Carrier,"VoIP service provider that filed for numbering authorization with the FCC, operating under DBA ""AirLuna"" with classification as ""Other"" communications type in FCC records.",Unknown,undetermined,,Low,,Valley,CA,,valstarrasiallc@gmail.com,,0
"Verification Technologies, LLC",verification technologies llc,,,,2024-04-19,2024-04-19,1,1,24-132,True,"Recent FCC filing (April 19, 2024) for VoIP numbering authorization shows current business activity. Company website found via web search at verificationtechnologies.ai describes ""carrier products"" and ""connective solutions."" Business registration record found on Bizapedia confirms company exists in Nevada.",Carrier,"Verification Technologies provides carrier products and connective solutions to help businesses with connectivity, customer communication, colleague collaboration, and device network management.",Unknown,undetermined,,Medium,,Henderson,NV,4045194096,rongrob@apelaprofsvcs.com,,1
"Vested Networks, LLC",vested networks llc,,,,2022-10-11,2022-10-11,3,1,22-358,True,"Active company website found via search (www.vestednetworks.com) advertising VoIP business phone solutions, LinkedIn company profile exists, Facebook business page exists, and multiple business directory listings found. FCC filing from 2022-10-11 for VoIP numbering authorization supports operational status.",UCaaS,"Vested Networks provides hosted VoIP business phone systems and Unified Communications as a Service (UCaaS) solutions, specializing in seamless migration from traditional copper-based systems to modern VoIP solutions for businesses.",SMB,llm,,High,"809 Office Park Circle, Suite 100",Lewisville,TE,9729240324,,,0
"Victory Telecom, Inc.",victory telecom inc,,,,2020-08-28,2020-08-28,2,2,20-130; 21-235,True,"Company website active at victoryc.com showing current cloud services (web search results). FCC registration current as of April 1, 2021 showing active Universal Service Fund contributor status. Multiple business directory listings found in recent searches (Crunchbase, D&B, Bizapedia) indicating ongoing business presence.",UCaaS,"Victory Telecom provides interconnected VoIP services, cloud storage, mobile access points, data backup, and call center services, with origins in Colorado expanding to serve business customers with customized telecommunications solutions.",SMB,llm,,Medium,AT&T Address: Initial Deposit Amount Required:,Huizhou,Guangdong,7702329200,info@telecomcounsel.com,2011,0
"Vision CTS, LLC",vision cts llc,,,,2017-10-18,2017-10-18,4,1,17-288,False,"No recent activity signals found. FCC filing was only from 2017 with no subsequent filings or supplements. NENA Company Search shows status as ""CANCELLED"" for Vision CTS LLC. LinkedIn profile exists but shows minimal activity (10 followers). No recent web presence or business activity indicators found in search results.",UCaaS,"Vision CTS provided interconnected VoIP services in Ohio, including dial tone services (VoIP/SIP trunk and PRI) and UCaaS hosted/cloud PBX voice services.",SMB,llm,,Medium,,BALMORAL,QUEENSLAND,,,2015,0
"VoIP Stir PR LLC, George Von Kaltner, Allan Noorda","voip stir pr llc, george von kaltner, allan noorda",,,,2023-11-17,2023-11-17,1,1,23-409,True,"Recent FCC filing on 2023-11-17 for Interconnected VoIP Numbering Authorization (Docket 23-409), indicating company was actively seeking regulatory authorization to provide VoIP services. Service description shows intent to ""provide VoIP services in the United States through its own facilities and those of its CLEC partner(s)"".",UCaaS,VoIP Stir PR LLC provides VoIP telecommunication services in the United States through its own facilities and partnerships with CLEC providers for routing traffic to the PSTN.,SMB,rules,industry_segment=UCaaS,Low,"1607 Poince De Leon Avenue, Suite GM8",,,,,,3
"VoIPStreet, Inc.",voipstreet inc,,,,2016-10-31,2016-10-31,4,2,16-365; 17-189,False,"Company appears inactive based on: 1) Latest FCC filing from 2016-10-31 with no recent activity, 2) FTC warning letter listed on government site suggests regulatory issues, 3) Email contact shows 'legal@sangoma.com' indicating potential acquisition/merger, 4) Web search results show limited current presence with mainly historical/archived information",UCaaS,"VoIPStreet was a VoIP telecommunications provider offering both retail and wholesale VoIP services, operating as part of an ""all-in-one VoIP solutions provider"" with network services and private label offerings.",SMB,rules,industry_segment=UCaaS,Medium,"301 N. Cattlemen Road, Suite 300",Pittsburgh,PA,4077408575,legal@sangoma.com,,1
VoipSv,voipsv,,,,2023-11-06,2023-11-06,1,1,16-135,True,"Recent FCC filing from November 2023 for VoIP numbering authorization. Web search shows active Telegram channel with 239 subscribers discussing ""platinum route"" services, and ipaddress.com describes VOIPSV as ""a telecommunications service provider specializing in Voice over Internet Protocol (VoIP) solutions.""",CPaaS,"VoipSv appears to provide VoIP routing and telecommunications services, with references to premium routing options and spoof-related services based on their Telegram presence.",SMB,rules,industry_segment=CPaaS,Low,,Seattle,WA,,,,0
Vonage Holdings Corp.,vonage holdings corp,,,,2016-02-18,2016-02-18,2,2,16-49,False,No recent activity signals. Last FCC filing was 2016-02-18 with no recent activity flagged. Web search results only show historical content from 2005-2013 with no current company website or recent business updates found.,UCaaS,"Vonage was a leading provider of VoIP/broadband phone services and cloud-connected communications devices, operating as an Internet telephony provider primarily in North America.",Enterprise,llm,,Medium,"23 Main St., Holmdel, NJ 07733",Holmdel,New,7324442216,,,0
"Voxology Carrier Services, Inc.",voxology carrier services inc,,,,2023-01-30,2023-01-30,1,1,23-125,True,"Recent FCC filing (2023-01-30), active company website (voxologycarrier.com) found via search, AS40165 network infrastructure listed on BGP tools and IPinfo.io, and inclusion in CoreSite's carrier list indicating ongoing telecommunications operations",Carrier,"Wholesale voice, SMS, and data provider serving primarily other carriers, with retail VoIP services offered through Binfone Telecom subsidiary.",Enterprise,llm,,High,1 Illinois Bell Telephone Company (previously referred to as “Illinois Bell” or “SBC Illinois”) now operates under the name “AT&T Illinois”,Newport Beach,CA,,,2014,0
Voxtell LLC,voxtell llc,,,,2021-02-17,2021-02-17,3,1,21-58,True,Company website found via search (voxtell.com Terms of Service page detected) and FCC filing from 2021-02-17 for VoIP numbering authorization,UCaaS,"VoIP telecommunications service provider offering internet-based calling services, with terms of service indicating restrictions for usage outside the United States and ISP VoIP limitations.",SMB,rules,industry_segment=UCaaS,Low,,Orlando,FL,,,,0
"Voyant Communications, LLC",voyant communications llc,,,,2020-05-22,2020-05-22,1,1,20-156,True,"Active YouTube channel with 211 subscribers and 154 videos (web search results), company profiles on Bloomberg Markets and Crunchbase showing current operations, and technology stack information from Enlyft showing use of 35 different technologies including modern tools like Zoom and Salesforce.com CRM",UCaaS,"Voyant Communications provides unified communications services including SIP trunking, messaging, fax, and SD-WAN data services on their carrier network serving 10,500 on-net rate centers.",Mid-Market,llm,,Medium,550 West Adams St,Chicago,IL,8554044768,,,0
Voyce Telecom LLC,voyce telecom llc,,,,2023-05-31,2023-05-31,1,1,23-200,False,"FCC filing from 2023-05-31 with no recent activity (recent_activity: false). Web searches return only generic VoIP industry pages with no specific results for Voyce Telecom LLC, suggesting limited or no current web presence. No company website or recent business activity found.",Carrier,"Provides interconnected VoIP services to end users through own facilities and CLEC/voice service provider partnerships for PSTN routing, initially targeting Florida, Virginia, and New York markets.",Unknown,undetermined,,Low,"8200 Greensboro Drive, Suite 820",McLean,VA,8669486923,rebecca.barkhuizen@voycetel.com,2012,0
"WaveNation, LLC",wavenation llc,,,,2020-11-23,2020-11-23,2,1,20-402,False,No recent activity signals found. FCC filing was from 2020-11-23 with no recent activity flag set to false. Web search results show only historical FCC filing information and basic directory listings with no current business activity indicators. Company uses Peerless Network email (regulatory@peerlessnetwork.com) suggesting potential subsidiary or partnership relationship rather than independent operation.,Carrier,"WaveNation provides PSTN Control Service for Interconnected VoIP services, operating in partnership with Peerless Network to facilitate VoIP telecommunications infrastructure.",Unknown,undetermined,,Low,"222 South Riverside Plaza, Suite 1900, Chicago, IL 60606",Chicago,IL,3128784137,regulatory@peerlessnetwork.com,,0
"Whisl Telecom, LLC",whisl telecom llc,,,,2020-07-23,2020-07-23,1,1,20-247,False,"Company appears inactive based on: 1) Only single FCC filing from 2020-07-23 with no recent activity, 2) Privacy policy page found at whisl.com suggests past web presence, 3) Most significantly, multiple 2024-2025 news articles show Whisl Telecom, LLC being targeted in ""Operation Robocall Roundup"" by attorneys general for illegal robocall activities, indicating regulatory enforcement action against the company",Carrier,"Whisl Telecom provided interconnected VoIP services initially in Texas, but appears to have been involved in illegal robocall operations that led to regulatory enforcement actions.",Unknown,undetermined,,Medium,"5435 N. GarlandAve, Suite 140-507",Garland,TE,9729149604,,,0
"WhiteSky Communications, LLC",whitesky communications llc,,,,2020-05-29,2020-05-29,2,1,20-160,False,"Company was acquired by RealPage on January 4, 2021 according to Business Wire press release found in web search. No recent FCC filings (latest was 2020-05-29). While web presence exists via whitesky.us website and LinkedIn profile, the acquisition suggests the company no longer operates as an independent entity.",Carrier,"WhiteSky Communications provided managed telecommunications services including bulk Internet, cable TV, and VoIP phone services primarily to multifamily properties, student housing, hotels, and assisted living facilities.",Enterprise,llm,,High,,Northport,AL,,,,0
"Wiretap Telecom, LLC.",wiretap telecom llc,,,,2021-03-09,2021-03-09,2,1,21-84,True,"Company website portal found via search (portal.wiretaptelecom.com), active BGP network operations (AS46972 peering with 3 networks, 2 upstream carriers per bgp.tools), and business listing showing contact phone number (877) 471-3603. However, FCC filing activity stopped in 2021 with no recent filings.",Carrier,"Wiretap Telecom operates as a telecommunications carrier with BGP network infrastructure, providing interconnected VoIP services and maintaining network peering relationships with major carriers like Cogent and AT&T.",Unknown,undetermined,,Medium,"5929 North May Avenue, Suite 208, Oklahoma City, OK 73112",Oklahoma City,OK,4054718000,cody.schilke@wiretaptelecom.com,2013,1
"WOW! Internet, Cable and Phone","wow! internet, cable and phone",,,,2021-06-15,2021-06-15,1,1,21-307,True,"Company appears active based on: 1) Wikipedia entries confirming WOW! (Wide Open West) as an established cable/broadband provider, 2) 2022 PR Newswire article about WOW!'s wireless offering with Reach Mobile being available ""enterprise-wide"", 3) Web search results showing current marketing of ""high-speed wireless Internet, home phone service and Cable TV service"", and 4) FCC filing from 2021 for VoIP numbering authorization indicating recent regulatory compliance efforts.",Carrier,"WOW! Internet, Cable and Phone is a cable and broadband service provider offering residential and business internet, cable TV, phone services, and VoIP services to customers in multiple markets.",Enterprise,llm,,Medium,6600 Hank Avenue,Evansville,MI,8664969669,,,1
"WTC Technologies, Inc.",wtc technologies inc,,,,2017-02-03,2017-02-03,3,1,17-43,True,"Company appears in FCC Form 499 database as of April 1, 2021, indicating ongoing regulatory compliance as an interconnected VoIP provider and Universal Service Fund contributor. The company is listed as ""WTC Technologies, Inc."" with holding company ""WAMEGO TELEPHONE COMPANY INC"".",Carrier,"WTC Technologies provides VoIP services in rural Kansas through its own facilities, operating as an interconnected VoIP provider with direct numbering authorization from NANP administrators.",Unknown,undetermined,,Medium,1009 Lincoln Avenue,,,7854561000,jwick@wtcks.com,1912,0
X-Nets Inc.,x-nets inc,,,,2025-03-28,2025-03-28,3,3,25-258,True,"Recent FCC filing dated 2025-03-28 for Interconnected VoIP Numbering Authorization Application, with complete corporate structure including President Majdi Abdulqader and C-suite executives (CTO Sam Nassar, COO Minchul Ho, CRO Ghada Samir/Bassam Hatahet). Email contact provided: majdi.abdulqader@x-nets.com. Company has established San Jose, CA office address.",UCaaS,X-Nets Inc. is an interconnected VoIP service provider that plans to initially offer VoIP services in California with intentions to expand nationwide across all states.,SMB,rules,industry_segment=UCaaS,Low,"1625 The Alameda, Suite 700",San,CA,9253830904,majdi.abdulqader@x-nets.com,,1
"XCast Labs, Inc.",xcast labs inc,,,,2021-04-30,2021-04-30,2,1,21-187,False,"FTC press release (Jan 2, 2024) states XCast Labs ""agreed to settle Federal Trade Commission charges"" and ""will be banned from supporting illegal telemarketing practices."" DOJ press release (Jan 2, 2024) confirms settlement with court order. No FCC activity since 2021. LinkedIn and promotional content suggest past operations but regulatory actions indicate cessation of business.",Carrier,"XCast Labs was a VoIP service provider offering wholesale platform services, SIP trunking, and Hosted PBX services to carriers and businesses before being banned for facilitating illegal robocalls.",Mid-Market,llm,,High,,Los Angeles,CA,7702329200,lsteinhart@telecomcounsel.com,,0
"Yodel Technologies, LLC",yodel technologies llc,,,,2021-02-01,2021-02-01,2,1,21-34,False,"FCC Form 499 database shows ""No Longer Active as of 5/22/2021. This company still exists, however it is no longer providing telecommunications services."" Additionally, web search results indicate the company faced legal issues including FCC enforcement for illegal robocall traffic and consumer lawsuits for unauthorized telemarketing calls.",CCaaS,Yodel Technologies provided call center services using AI-powered soundboard technology that used audio snippets of prerecorded voices to increase agent efficiency and productivity in telemarketing operations.,SMB,llm,,High,"P.O. Box 3316, Apollo Beach, FL 33572",Washington,UT,4357053566,kyle@yodelvoice.com,,1
"Zoom Voice Communications, Inc.",zoom voice communications inc,,,,2020-12-09,2020-12-09,3,1,20-419,True,"Company website found via search shows active Zoom Phone VoIP services (zoom.com/products/voip-phone) with current pricing and features. Business entity incorporated September 4, 2019 according to CA filing records. Email contact uses @zoom.us domain indicating connection to active Zoom platform.",UCaaS,"Provides VoIP phone services including unlimited domestic calls, SMS messaging, voicemail transcription, call recording, and app integrations as part of Zoom's unified communications platform.",Enterprise,llm,,High,"55 Almaden Boulevard, 6th Floor",,,8052503707,kari.zeni@zoom.us,,0
